ID;Gender;Ever_Married;Age;Graduated;Profession;Work_Experience;Spending_Score;Family_Size;Var_1;Segmentation
459398;Female;Yes;58;No;Lawyer;;High;2.0;Cat_6;A
460481;Male;No;25;Yes;Entertainment;1.0;Low;2.0;Cat_3;B
464024;Male;No;20;No;Healthcare;0.0;Low;5.0;Cat_7;D
462838;Female;Yes;33;Yes;Homemaker;1.0;Low;3.0;Cat_5;A
463461;Male;No;29;No;Doctor;;Low;4.0;Cat_4;A
463344;Male;Yes;59;Yes;Artist;3.0;Average;2.0;Cat_6;B
463860;Male;Yes;39;Yes;Healthcare;0.0;High;3.0;Cat_6;C
462588;Male;Yes;41;No;Entertainment;12.0;Average;3.0;Cat_4;A
462056;Female;Yes;52;Yes;Artist;8.0;Average;4.0;Cat_6;A
462909;Female;No;36;No;Engineer;;Low;1.0;Cat_6;A
464935;Female;No;40;;Marketing;6.0;Low;1.0;Cat_4;A
462949;Male;Yes;35;No;Homemaker;1.0;Average;3.0;Cat_6;B
466538;Male;Yes;84;Yes;Lawyer;1.0;High;2.0;Cat_6;A
460486;Female;No;18;No;Healthcare;12.0;Low;3.0;Cat_3;D
467161;Female;Yes;30;Yes;Homemaker;9.0;Low;2.0;Cat_6;B
460618;Male;Yes;63;Yes;Lawyer;;Low;4.0;Cat_3;A
465062;Male;Yes;56;No;Executive;0.0;High;4.0;Cat_6;B
460943;Male;Yes;50;Yes;Entertainment;1.0;Average;4.0;Cat_6;B
467052;Male;No;18;No;Healthcare;2.0;Low;;Cat_2;D
461439;Male;Yes;37;Yes;Artist;1.0;Average;2.0;Cat_6;C
465444;Female;No;30;Yes;Entertainment;0.0;Low;4.0;Cat_6;B
463251;Male;Yes;31;No;Marketing;2.0;Low;3.0;Cat_6;A
465604;Female;Yes;41;No;Engineer;9.0;Average;2.0;Cat_3;B
464829;Male;No;22;No;Healthcare;9.0;Low;5.0;Cat_4;D
467189;Female;Yes;46;Yes;Artist;1.0;High;4.0;Cat_6;C
464893;Male;Yes;43;Yes;Artist;0.0;Low;2.0;Cat_4;B
465053;Male;Yes;82;Yes;Executive;0.0;High;2.0;Cat_6;C
462992;Female;Yes;56;Yes;Engineer;;High;3.0;Cat_3;B
463472;Male;No;21;No;Healthcare;;Low;4.0;Cat_6;D
463989;Male;No;79;No;Lawyer;0.0;Low;1.0;Cat_4;D
463038;Male;Yes;63;Yes;Executive;0.0;High;5.0;Cat_6;D
464840;Male;No;18;No;Healthcare;0.0;Low;4.0;Cat_4;D
461296;Female;Yes;83;Yes;Lawyer;0.0;High;2.0;Cat_6;C
460583;Male;No;18;No;Marketing;1.0;Low;6.0;Cat_3;D
464909;Female;Yes;38;Yes;Homemaker;0.0;Low;2.0;Cat_4;A
462047;Female;Yes;26;Yes;Artist;12.0;Average;2.0;Cat_6;B
465550;Female;No;33;Yes;Healthcare;1.0;Low;6.0;Cat_3;A
462748;Male;Yes;51;Yes;Artist;1.0;Low;3.0;Cat_6;C
464858;Male;No;20;No;Healthcare;1.0;Low;3.0;Cat_4;D
462375;Male;Yes;53;Yes;Artist;1.0;Average;3.0;Cat_6;C
466753;Female;Yes;67;Yes;Artist;0.0;Average;2.0;Cat_3;A
461701;Male;Yes;36;No;Artist;0.0;Average;2.0;Cat_5;A
464876;Female;Yes;49;No;Engineer;;Average;5.0;Cat_4;A
461770;Male;Yes;65;Yes;Artist;1.0;Low;2.0;Cat_6;A
467148;Male;No;28;Yes;Artist;;Low;1.0;Cat_6;A
459858;Female;No;31;No;Healthcare;8.0;Low;4.0;Cat_6;D
466388;Male;;20;No;Healthcare;0.0;Low;2.0;Cat_6;D
463758;Male;No;33;No;Healthcare;9.0;Low;3.0;Cat_7;C
465070;Female;Yes;48;Yes;Marketing;6.0;Low;1.0;Cat_6;C
464157;Male;Yes;88;Yes;Marketing;0.0;High;2.0;Cat_6;C
461286;Female;No;22;No;Doctor;2.0;Low;4.0;Cat_6;A
464938;Male;Yes;48;No;Artist;1.0;Low;3.0;Cat_4;A
463689;Female;Yes;40;Yes;Doctor;1.0;Low;;Cat_6;B
461681;Male;No;31;Yes;Healthcare;9.0;Low;3.0;Cat_7;D
467654;Female;Yes;56;Yes;Artist;;High;4.0;Cat_6;C
459403;Male;Yes;48;Yes;Artist;;Average;4.0;Cat_7;A
467905;Male;Yes;37;Yes;Executive;0.0;High;3.0;Cat_6;A
467142;Male;Yes;40;Yes;Executive;0.0;Low;4.0;Cat_6;B
465501;Male;Yes;40;Yes;Artist;13.0;High;1.0;Cat_4;D
461156;Male;No;22;No;Marketing;3.0;Low;6.0;Cat_3;D
467093;Female;Yes;53;Yes;Artist;8.0;Average;2.0;Cat_6;A
459219;Female;Yes;47;Yes;Artist;0.0;Average;3.0;Cat_6;C
459156;Female;Yes;81;Yes;Lawyer;1.0;High;2.0;Cat_6;A
461573;Female;No;40;Yes;Engineer;1.0;Low;5.0;Cat_6;C
465237;Male;Yes;68;Yes;Lawyer;;High;2.0;Cat_6;D
461676;Female;No;31;Yes;Engineer;0.0;Low;1.0;Cat_6;A
467820;Male;Yes;51;Yes;Artist;0.0;Low;1.0;Cat_3;B
463381;Male;Yes;36;Yes;Doctor;8.0;Average;4.0;Cat_3;C
459278;Male;Yes;65;No;Executive;;High;2.0;Cat_6;A
463622;Male;No;27;Yes;Healthcare;8.0;Low;1.0;Cat_3;C
466248;Male;No;41;Yes;Doctor;1.0;Low;1.0;Cat_2;B
466207;Female;Yes;37;Yes;Doctor;9.0;Average;4.0;Cat_2;C
466030;Female;Yes;36;No;Entertainment;8.0;Low;2.0;Cat_6;B
464026;Male;No;18;No;Healthcare;1.0;Low;2.0;Cat_6;D
460579;Female;Yes;38;No;Engineer;0.0;Average;5.0;Cat_3;A
463957;Female;No;32;No;Entertainment;0.0;Low;3.0;Cat_4;C
467561;Male;Yes;61;Yes;Artist;1.0;Low;2.0;Cat_6;B
459123;Female;Yes;86;No;Artist;1.0;High;2.0;Cat_6;A
463243;Male;No;19;No;Healthcare;0.0;Low;3.0;Cat_6;D
460794;Female;Yes;41;Yes;Homemaker;9.0;Low;1.0;Cat_6;A
467533;Male;Yes;79;Yes;Lawyer;2.0;Low;1.0;Cat_6;D
466817;Female;Yes;81;No;Lawyer;0.0;High;2.0;Cat_6;B
460288;Male;Yes;61;Yes;Healthcare;1.0;Average;7.0;Cat_3;B
464042;Female;Yes;42;Yes;Artist;9.0;Low;2.0;Cat_6;B
463792;Female;No;38;No;Engineer;;Low;1.0;Cat_6;B
466860;Male;No;21;No;Marketing;0.0;Low;5.0;Cat_1;C
462688;Female;Yes;29;Yes;Healthcare;8.0;Low;3.0;Cat_3;D
463527;Female;No;35;No;Artist;13.0;Low;1.0;Cat_6;A
460985;Female;Yes;61;Yes;Engineer;0.0;Average;2.0;Cat_6;C
461133;Male;No;23;No;Healthcare;1.0;Low;4.0;Cat_6;D
459625;Female;Yes;57;No;Engineer;8.0;Low;1.0;Cat_6;B
465345;Female;No;42;Yes;Artist;0.0;Low;;Cat_6;A
465705;Female;Yes;46;Yes;Artist;1.0;Average;4.0;Cat_6;C
464732;Male;Yes;41;No;Artist;1.0;Average;2.0;Cat_4;A
461597;Female;Yes;38;Yes;Doctor;1.0;Average;4.0;Cat_6;B
461172;Female;Yes;71;Yes;Lawyer;1.0;Low;1.0;Cat_3;A
464050;Female;No;30;Yes;Artist;0.0;Low;1.0;Cat_6;A
463335;Male;No;27;Yes;Doctor;;Low;1.0;Cat_4;A
463428;Male;Yes;26;No;Executive;1.0;High;5.0;Cat_6;A
459179;Male;Yes;60;No;Entertainment;0.0;Average;3.0;Cat_6;B
467892;Male;No;23;No;Doctor;1.0;Low;5.0;Cat_6;D
463961;Female;No;28;No;Engineer;0.0;Low;4.0;Cat_4;A
464408;Female;Yes;45;Yes;Artist;;Average;4.0;Cat_4;C
467659;Male;Yes;65;Yes;Entertainment;0.0;Average;2.0;Cat_6;A
467190;Male;Yes;36;Yes;Executive;0.0;Low;2.0;Cat_3;B
460282;Male;Yes;40;No;Executive;0.0;Low;3.0;Cat_6;D
467511;Male;Yes;63;Yes;Entertainment;;Low;1.0;Cat_6;A
460866;Male;No;26;Yes;Doctor;0.0;Low;9.0;Cat_4;A
460789;Male;Yes;36;Yes;Executive;1.0;Low;3.0;Cat_6;D
461670;Male;Yes;59;Yes;Artist;0.0;Average;6.0;Cat_6;C
467307;Male;Yes;57;Yes;Executive;1.0;High;3.0;Cat_6;C
461248;Female;No;39;No;Healthcare;0.0;Low;1.0;Cat_6;A
462486;Male;Yes;51;Yes;Executive;1.0;Average;5.0;Cat_6;C
460833;Male;Yes;30;Yes;Healthcare;0.0;Low;2.0;Cat_6;A
464664;Male;Yes;39;No;Entertainment;1.0;Average;5.0;Cat_4;B
461523;Male;Yes;78;Yes;Lawyer;0.0;High;5.0;Cat_6;B
466429;Male;Yes;36;No;Healthcare;1.0;Low;2.0;Cat_3;A
465637;Female;No;41;Yes;Artist;1.0;Low;1.0;Cat_4;D
467544;Male;Yes;56;No;Artist;0.0;Low;2.0;;C
463073;Male;Yes;42;Yes;Artist;1.0;Average;3.0;Cat_6;C
464235;Female;Yes;59;No;Engineer;;Average;4.0;Cat_6;C
461225;Female;No;30;No;Marketing;10.0;Low;6.0;Cat_6;A
462466;Male;Yes;52;Yes;Executive;0.0;High;4.0;Cat_6;C
459296;Male;Yes;70;Yes;Artist;0.0;Average;2.0;Cat_6;A
461540;Male;No;41;Yes;;2.0;Low;2.0;Cat_2;A
462464;Male;Yes;53;Yes;Artist;1.0;Average;4.0;Cat_6;C
465464;Male;Yes;41;Yes;Executive;0.0;Average;;Cat_4;A
463244;Female;Yes;47;No;Doctor;1.0;Low;1.0;Cat_6;A
465546;Female;No;25;No;Marketing;1.0;Low;9.0;Cat_5;D
466374;Male;Yes;83;No;Lawyer;;Low;1.0;Cat_4;B
464662;Female;Yes;50;Yes;Artist;1.0;High;3.0;Cat_4;C
462473;Male;No;69;No;Engineer;1.0;Low;;Cat_4;A
466361;Female;Yes;72;Yes;Lawyer;1.0;High;2.0;Cat_6;B
460724;Male;No;30;Yes;Healthcare;1.0;Low;4.0;Cat_6;D
465482;Male;No;31;No;Entertainment;9.0;Low;2.0;Cat_2;A
460480;Male;No;18;No;Healthcare;0.0;Low;7.0;Cat_3;D
467779;Male;Yes;53;Yes;Doctor;2.0;Average;3.0;Cat_6;C
460379;Male;No;38;Yes;Artist;9.0;Low;3.0;Cat_6;A
461218;Male;Yes;27;No;Executive;0.0;Low;6.0;Cat_6;D
459076;Male;Yes;69;No;Doctor;0.0;Average;2.0;Cat_6;C
467346;Male;Yes;38;Yes;Artist;0.0;Average;3.0;Cat_6;A
467968;Female;No;43;Yes;Healthcare;9.0;Low;3.0;Cat_7;A
460331;Female;No;35;No;Artist;5.0;Low;1.0;Cat_6;A
465759;Male;Yes;33;No;Artist;1.0;Low;3.0;Cat_4;A
464283;Male;No;40;Yes;Artist;5.0;Low;2.0;Cat_6;A
459105;Male;Yes;39;Yes;Executive;5.0;High;3.0;Cat_6;C
460459;Female;No;33;No;Engineer;0.0;Low;5.0;Cat_3;D
467373;Male;No;31;Yes;Healthcare;;Low;1.0;Cat_6;D
467866;Male;Yes;50;Yes;Artist;1.0;Average;3.0;Cat_6;C
467731;Male;Yes;56;Yes;Artist;;Average;4.0;Cat_6;C
460569;Male;Yes;36;Yes;Entertainment;1.0;Average;4.0;Cat_3;C
465743;Female;Yes;50;Yes;Artist;1.0;Average;5.0;Cat_2;C
465316;Male;No;21;No;Healthcare;0.0;Low;6.0;Cat_4;D
460699;Male;No;28;Yes;Artist;9.0;Low;1.0;Cat_6;A
466863;Female;No;28;No;Homemaker;10.0;Low;1.0;Cat_6;D
460878;Male;Yes;49;No;Entertainment;0.0;Average;4.0;Cat_6;A
459055;Female;No;19;No;Entertainment;1.0;Low;5.0;Cat_6;D
467146;Female;No;28;No;Homemaker;8.0;Low;1.0;Cat_6;A
462124;Male;No;36;Yes;Artist;8.0;Low;1.0;Cat_6;A
463974;Female;No;33;Yes;Homemaker;7.0;Low;3.0;Cat_2;C
466675;Female;Yes;49;Yes;Artist;2.0;Average;2.0;Cat_6;C
459344;Female;Yes;88;Yes;Artist;1.0;High;2.0;Cat_6;A
466104;Male;Yes;81;Yes;Lawyer;1.0;Low;1.0;Cat_6;B
459188;Male;No;27;No;Healthcare;1.0;Low;3.0;Cat_6;C
460830;Male;Yes;40;No;Entertainment;3.0;Average;5.0;Cat_2;A
462558;Female;No;33;Yes;Engineer;0.0;Low;6.0;Cat_6;D
464812;Female;Yes;48;Yes;Engineer;0.0;High;5.0;Cat_4;A
459819;Male;Yes;71;Yes;Entertainment;;High;2.0;Cat_6;B
464472;Female;No;27;Yes;Artist;0.0;Low;3.0;Cat_6;C
461213;Female;No;31;Yes;Healthcare;1.0;Low;4.0;Cat_6;A
463481;Female;Yes;37;Yes;Artist;;Average;3.0;Cat_7;B
460989;Male;No;19;No;Healthcare;1.0;Low;3.0;Cat_1;A
463701;Male;Yes;52;Yes;Marketing;1.0;High;4.0;Cat_6;C
462512;Female;Yes;28;No;Entertainment;;Average;2.0;Cat_4;A
464185;Male;Yes;68;Yes;Artist;5.0;High;2.0;Cat_6;A
467160;Male;Yes;43;No;;1.0;Average;2.0;Cat_3;A
467916;Female;Yes;48;Yes;Artist;6.0;Low;1.0;Cat_6;C
460907;Male;Yes;82;No;Lawyer;1.0;High;3.0;Cat_6;A
464117;Male;Yes;84;Yes;Lawyer;0.0;High;2.0;Cat_6;C
462497;Male;No;35;Yes;Artist;1.0;Low;2.0;Cat_6;B
464670;Male;Yes;42;No;Entertainment;0.0;Average;4.0;Cat_4;B
460082;Male;No;37;Yes;Artist;8.0;Low;1.0;Cat_6;A
459512;Male;Yes;67;Yes;Lawyer;1.0;High;2.0;Cat_6;A
459828;Female;Yes;25;No;Homemaker;11.0;Average;3.0;Cat_6;D
463192;Female;Yes;46;No;Entertainment;4.0;Average;;Cat_4;A
460912;Male;No;29;No;Entertainment;1.0;Low;5.0;Cat_6;D
460938;Male;No;38;Yes;Artist;;Low;1.0;Cat_6;A
463020;Male;Yes;28;Yes;Artist;0.0;Average;3.0;Cat_1;A
460621;Male;Yes;80;Yes;Lawyer;1.0;Low;2.0;Cat_3;A
459201;Female;Yes;66;Yes;Artist;0.0;Average;2.0;Cat_6;C
459432;Male;Yes;84;Yes;Lawyer;0.0;Low;3.0;Cat_6;A
462896;Male;Yes;58;Yes;Entertainment;;Low;2.0;Cat_6;A
465584;Male;Yes;47;No;Entertainment;3.0;Average;2.0;Cat_6;A
465998;Female;No;40;Yes;Engineer;6.0;Low;3.0;Cat_6;D
462181;Female;No;32;Yes;Healthcare;8.0;Low;3.0;Cat_6;C
467369;Male;No;41;Yes;Artist;2.0;Low;3.0;Cat_6;A
467308;Female;No;28;Yes;Doctor;0.0;Low;3.0;Cat_3;C
464854;Female;Yes;42;No;Engineer;0.0;High;6.0;Cat_4;A
465638;Female;Yes;51;Yes;Artist;;Low;;Cat_3;C
459012;Male;Yes;48;Yes;Artist;3.0;Low;5.0;Cat_6;B
463441;Male;Yes;42;Yes;Artist;8.0;High;4.0;Cat_6;C
465693;Female;Yes;25;Yes;Healthcare;1.0;High;4.0;Cat_4;A
461212;Female;No;30;No;Homemaker;10.0;Low;6.0;Cat_6;D
463865;Male;Yes;46;Yes;Artist;0.0;Average;5.0;Cat_6;B
463764;Male;Yes;49;Yes;Entertainment;0.0;Average;3.0;Cat_6;A
459914;Male;No;38;Yes;Artist;2.0;Low;1.0;Cat_4;D
463196;Female;Yes;72;Yes;Engineer;1.0;Low;1.0;Cat_6;A
461036;Female;No;21;No;Healthcare;1.0;Low;3.0;Cat_3;D
463953;Male;Yes;28;Yes;Entertainment;3.0;Average;3.0;Cat_7;B
466707;Female;Yes;48;Yes;Homemaker;1.0;Low;4.0;Cat_6;B
466335;Female;No;30;No;Healthcare;1.0;Low;3.0;Cat_4;A
465186;Female;Yes;38;No;Artist;4.0;Average;4.0;Cat_1;C
467113;Male;Yes;80;Yes;Lawyer;;Low;1.0;Cat_6;D
459402;Female;Yes;51;Yes;Artist;1.0;Average;4.0;Cat_6;C
467293;Male;Yes;80;Yes;Lawyer;;Low;1.0;Cat_6;D
466438;Female;No;42;Yes;Artist;0.0;Low;1.0;Cat_6;A
467885;Female;No;43;Yes;Doctor;0.0;Low;;Cat_4;A
465356;Female;;50;No;Artist;1.0;High;4.0;Cat_6;C
465640;Male;Yes;45;Yes;Artist;5.0;Average;2.0;Cat_6;A
462021;Male;Yes;35;No;Engineer;1.0;Low;6.0;Cat_6;A
467638;Male;Yes;71;Yes;Artist;1.0;Average;2.0;Cat_6;C
461102;Male;Yes;43;No;Entertainment;0.0;Average;3.0;Cat_3;A
461738;Female;Yes;46;Yes;;;Average;3.0;Cat_6;A
459276;Female;No;20;No;Healthcare;0.0;Low;4.0;Cat_6;D
463005;Female;Yes;40;Yes;Homemaker;10.0;Average;2.0;Cat_4;B
462202;Female;No;41;Yes;Entertainment;0.0;Low;4.0;Cat_4;A
463399;Female;No;26;No;Marketing;3.0;Low;3.0;Cat_3;A
464809;Male;Yes;46;;Entertainment;;Average;5.0;Cat_4;B
465927;Female;No;25;Yes;Healthcare;0.0;Low;1.0;Cat_6;D
460801;Female;Yes;30;No;Entertainment;3.0;High;2.0;Cat_6;A
464284;Female;Yes;42;Yes;Artist;;Low;;Cat_4;B
461975;Female;No;42;Yes;Entertainment;6.0;Low;2.0;Cat_6;A
466365;Female;Yes;50;;Artist;0.0;Average;3.0;Cat_2;C
461443;Female;Yes;70;Yes;Artist;1.0;Average;2.0;Cat_6;C
462327;Male;Yes;27;Yes;Entertainment;0.0;Low;4.0;Cat_7;D
467865;Female;No;35;Yes;Artist;3.0;Low;1.0;Cat_4;A
464754;Female;Yes;43;No;Engineer;4.0;Average;7.0;Cat_4;A
461371;Male;Yes;37;Yes;Doctor;0.0;Average;2.0;Cat_6;A
460277;Female;No;20;No;Entertainment;1.0;Low;5.0;Cat_2;B
463822;Male;Yes;56;Yes;Artist;0.0;Average;4.0;Cat_6;C
459753;Male;Yes;40;Yes;Marketing;;Average;2.0;Cat_2;A
466792;Female;Yes;82;No;Lawyer;0.0;Low;1.0;Cat_6;A
459227;Female;Yes;32;No;Engineer;9.0;Low;4.0;Cat_6;A
462470;Male;Yes;80;Yes;Executive;3.0;Low;1.0;Cat_6;B
466751;Female;No;20;;Healthcare;1.0;Low;4.0;Cat_6;A
464635;Male;Yes;43;Yes;Healthcare;1.0;High;4.0;Cat_4;B
464565;Male;No;30;Yes;Marketing;12.0;Low;4.0;Cat_6;D
459597;Female;Yes;68;Yes;Artist;0.0;High;2.0;Cat_6;A
462940;Male;No;75;No;Lawyer;;Low;2.0;Cat_6;A
461612;Female;No;31;Yes;Healthcare;8.0;Low;5.0;Cat_6;A
465027;Male;Yes;41;Yes;Doctor;0.0;Low;2.0;Cat_6;B
465177;Female;No;60;Yes;Entertainment;1.0;Low;2.0;Cat_6;D
461454;Female;Yes;36;Yes;Artist;6.0;High;4.0;Cat_7;A
464696;Female;No;37;Yes;Engineer;0.0;Low;1.0;Cat_4;A
461668;Male;Yes;53;Yes;Artist;4.0;Average;4.0;Cat_2;A
466413;Male;Yes;62;Yes;Artist;1.0;Average;5.0;Cat_6;A
465093;Male;Yes;57;Yes;Doctor;0.0;Low;1.0;Cat_6;A
465340;Female;No;29;Yes;Artist;3.0;Low;4.0;Cat_2;A
459349;Female;Yes;50;Yes;Artist;1.0;High;4.0;Cat_6;A
466093;Male;No;52;Yes;Entertainment;1.0;Low;5.0;Cat_4;B
463493;Male;Yes;42;Yes;Executive;;High;4.0;Cat_6;B
460756;Female;No;28;No;Homemaker;8.0;Low;;Cat_6;D
464468;Male;Yes;46;Yes;Artist;1.0;Low;3.0;Cat_6;A
463165;Female;Yes;69;Yes;Doctor;0.0;Average;2.0;Cat_6;A
459208;Female;Yes;57;Yes;Artist;0.0;High;2.0;Cat_3;A
467311;Male;Yes;67;Yes;Lawyer;1.0;High;3.0;Cat_6;B
462116;Female;Yes;68;Yes;Doctor;0.0;Average;2.0;Cat_6;A
466628;Male;No;33;No;Healthcare;8.0;Low;4.0;;A
459742;Female;Yes;84;No;Lawyer;1.0;High;2.0;Cat_6;A
463131;Male;Yes;66;No;Entertainment;1.0;High;2.0;Cat_6;A
467013;Male;Yes;66;Yes;Executive;0.0;High;2.0;Cat_6;C
467281;Male;Yes;56;Yes;Lawyer;0.0;Low;4.0;Cat_6;A
466761;Female;Yes;48;Yes;Entertainment;2.0;Low;1.0;Cat_1;A
467647;Male;No;28;Yes;Healthcare;2.0;Low;3.0;Cat_6;D
462654;Male;Yes;37;No;Artist;0.0;Average;6.0;Cat_4;A
464175;Female;No;32;No;Healthcare;1.0;Low;;Cat_6;A
463292;Male;Yes;41;No;Executive;0.0;High;3.0;Cat_6;A
467460;Female;Yes;36;Yes;Homemaker;8.0;Average;2.0;Cat_7;B
465030;Male;Yes;35;Yes;Executive;9.0;High;4.0;Cat_6;C
463452;Female;Yes;79;Yes;Lawyer;0.0;High;2.0;Cat_6;C
466180;Male;Yes;70;No;Lawyer;0.0;Low;1.0;Cat_6;B
461534;Male;Yes;39;Yes;Artist;1.0;Low;1.0;Cat_6;B
459064;Male;Yes;27;No;Executive;5.0;High;4.0;Cat_6;A
460291;Female;Yes;37;Yes;Artist;6.0;Low;2.0;Cat_6;B
467781;Male;Yes;27;Yes;Healthcare;1.0;High;2.0;Cat_6;D
463062;Female;Yes;37;Yes;Artist;;Average;3.0;Cat_6;B
459911;Male;No;18;No;Healthcare;4.0;Low;6.0;Cat_2;A
460034;Female;Yes;38;Yes;Artist;8.0;Low;1.0;Cat_6;D
462376;Male;Yes;71;Yes;Executive;0.0;High;2.0;Cat_6;B
463037;Male;Yes;56;Yes;Entertainment;0.0;Average;4.0;Cat_6;A
462220;Female;No;18;No;Healthcare;7.0;Low;3.0;Cat_4;D
467130;Female;Yes;29;No;Homemaker;;High;3.0;Cat_3;A
466455;Female;Yes;30;Yes;Doctor;4.0;Low;2.0;Cat_6;D
463046;Female;Yes;43;No;Engineer;0.0;Low;1.0;Cat_6;A
466921;Female;No;22;No;Healthcare;3.0;Low;3.0;Cat_6;D
460263;Male;Yes;41;Yes;Artist;1.0;Low;2.0;Cat_6;A
467904;Female;No;25;Yes;Artist;13.0;Low;1.0;Cat_6;A
465931;Male;Yes;43;Yes;Artist;7.0;Low;1.0;Cat_7;A
465838;Female;Yes;52;No;Doctor;3.0;Average;2.0;Cat_6;A
462561;Female;Yes;48;Yes;Artist;4.0;Average;2.0;Cat_6;C
467457;Female;No;32;Yes;Marketing;1.0;Low;6.0;Cat_6;B
463904;Male;Yes;82;Yes;Executive;1.0;Low;1.0;Cat_6;A
464104;Male;Yes;62;No;Artist;0.0;Average;3.0;Cat_6;C
464449;Female;No;67;Yes;Engineer;0.0;Low;;Cat_6;D
461537;Male;No;31;Yes;Artist;0.0;Low;1.0;Cat_6;B
465419;Male;No;30;No;Artist;0.0;Low;3.0;Cat_6;A
460402;Female;Yes;50;Yes;Doctor;1.0;Low;2.0;Cat_7;A
462174;Female;Yes;40;Yes;Engineer;8.0;Average;4.0;Cat_4;D
464606;Male;Yes;41;Yes;Artist;1.0;Average;2.0;Cat_6;C
467459;Male;Yes;42;Yes;Executive;;High;5.0;Cat_6;A
462819;Male;Yes;51;Yes;Artist;0.0;Average;3.0;Cat_6;A
467493;Male;Yes;47;Yes;Executive;0.0;High;4.0;;A
464203;Male;No;56;Yes;Artist;2.0;Low;1.0;Cat_6;B
466115;Male;Yes;37;No;Executive;1.0;Low;2.0;Cat_6;A
463802;Female;No;39;Yes;Engineer;1.0;Low;3.0;Cat_6;B
463921;Female;Yes;49;Yes;;;Low;1.0;Cat_6;B
465841;Female;No;52;Yes;Engineer;3.0;Low;1.0;Cat_6;A
460222;Female;;73;Yes;Lawyer;4.0;High;;Cat_6;A
467199;Male;No;37;Yes;Artist;7.0;Low;2.0;Cat_6;A
465762;Female;No;36;No;Engineer;9.0;Low;;Cat_4;D
467934;Female;No;40;Yes;Artist;1.0;Low;1.0;Cat_6;A
459107;Male;Yes;55;Yes;Artist;1.0;Low;2.0;Cat_6;C
466639;Male;No;38;Yes;Artist;1.0;Low;1.0;Cat_6;B
460613;Female;Yes;46;Yes;Homemaker;8.0;Average;3.0;Cat_3;C
460086;Male;Yes;50;No;Artist;1.0;Average;3.0;Cat_6;C
463471;Male;No;57;Yes;Marketing;1.0;Low;4.0;Cat_7;A
459713;Male;No;18;No;Healthcare;;Low;3.0;Cat_6;D
466279;Female;No;31;No;;1.0;Low;4.0;Cat_3;A
460734;Male;Yes;41;Yes;Entertainment;9.0;Average;;Cat_2;A
461150;Female;;20;No;Marketing;0.0;High;2.0;Cat_3;A
459284;Female;Yes;70;Yes;Lawyer;1.0;High;2.0;Cat_6;C
460834;Male;Yes;25;No;Doctor;1.0;Low;2.0;Cat_1;A
461546;Female;Yes;72;No;Lawyer;1.0;Low;3.0;Cat_6;A
462006;Male;Yes;28;Yes;Artist;1.0;Average;2.0;Cat_6;B
459727;Male;Yes;82;No;Lawyer;;High;2.0;Cat_6;A
462202;Female;No;43;Yes;Entertainment;1.0;Low;4.0;Cat_4;A
466759;Female;No;26;No;Healthcare;3.0;Low;;Cat_6;D
460561;Female;No;37;No;Engineer;7.0;Low;1.0;Cat_3;A
461561;Female;Yes;46;Yes;Artist;0.0;Average;2.0;Cat_6;C
464924;Male;Yes;26;No;Entertainment;;High;6.0;Cat_4;D
461447;Male;Yes;75;Yes;Lawyer;0.0;High;2.0;Cat_6;C
459057;Male;Yes;69;No;Lawyer;;High;;Cat_6;A
461681;Male;No;25;Yes;Healthcare;8.0;Low;3.0;Cat_7;A
462211;Male;No;18;No;Healthcare;0.0;Low;3.0;Cat_4;A
463853;Female;Yes;58;Yes;Artist;0.0;Average;4.0;Cat_3;B
466754;Female;Yes;37;Yes;Artist;1.0;Average;3.0;Cat_6;A
463284;Female;Yes;60;Yes;Engineer;0.0;Low;;Cat_3;B
459096;Male;;80;No;Lawyer;0.0;Low;1.0;Cat_6;A
461593;Female;Yes;40;Yes;Doctor;8.0;Average;2.0;Cat_6;A
459625;Female;Yes;63;No;Engineer;8.0;Low;1.0;Cat_6;A
462541;Male;Yes;70;Yes;Engineer;4.0;High;2.0;Cat_6;B
462699;Female;Yes;61;Yes;Lawyer;;High;4.0;Cat_2;B
466933;Female;Yes;52;No;Engineer;0.0;Low;;Cat_4;A
459643;Male;Yes;40;Yes;Executive;0.0;High;4.0;Cat_6;B
466148;Male;Yes;39;No;Entertainment;1.0;Average;4.0;Cat_6;A
459663;Male;No;31;Yes;Artist;;Low;6.0;Cat_3;A
460214;Female;Yes;45;Yes;Engineer;0.0;Average;2.0;Cat_6;A
464521;Male;No;26;No;Doctor;2.0;Low;4.0;Cat_6;B
467495;Male;Yes;66;No;Artist;2.0;High;3.0;Cat_6;C
463800;Female;No;30;Yes;Engineer;1.0;Low;3.0;Cat_6;A
464102;Female;Yes;63;Yes;Artist;7.0;Average;3.0;Cat_6;C
465102;Male;Yes;57;Yes;Lawyer;1.0;High;2.0;Cat_6;B
464718;Male;No;25;No;Healthcare;0.0;Low;2.0;Cat_3;B
464781;Male;No;32;No;Marketing;0.0;Low;3.0;Cat_4;D
463958;Female;No;27;No;Healthcare;1.0;Low;5.0;Cat_2;A
466238;Male;No;20;No;Healthcare;0.0;Low;3.0;Cat_4;D
461808;Male;Yes;38;Yes;Artist;0.0;Low;2.0;Cat_7;B
460563;Female;No;41;No;Healthcare;1.0;Low;2.0;Cat_1;C
465656;Male;Yes;78;No;Lawyer;1.0;Low;;Cat_6;B
